MSU	Gene description	LFC	FDR	RAP
LOC_Os06g04240	expressed protein	3.464620769	4.33e-55	Os06g0133500
LOC_Os06g04340	expressed protein	1.199613296	3.12132e-4	Os06g0134400
LOC_Os06g04360	expressed protein	1.201358062	0.028287373	Os06g0134500
LOC_Os06g04380	aminomethyltransferase, putative, expressed	0.671046866	2.35384e-4	Os06g0134800
LOC_Os06g04510	enolase, putative, expressed	2.967539807	2.88e-59	Os06g0136600
LOC_Os06g04810	leucine rich repeat protein, putative, expressed	1.059065529	0.020228052	NA
LOC_Os06g04889	expressed protein	-0.839720471	2.27075e-4	Os06g0140900
LOC_Os06g04990	early nodulin 93 ENOD93 protein, putative, expressed	-2.678953384	1.67e-6	Os06g0142200
LOC_Os06g05130	myristoyl-acyl carrier protein thioesterase, chloroplast precursor, putative, expressed	2.532736586	2.09e-35	Os06g0143400
LOC_Os06g05160	sulfate transporter, putative, expressed	0.633429458	9.49995e-4	Os06g0143700
LOC_Os06g05310	transferase family protein, putative, expressed	-1.802539787	3.18e-5	Os06g0145400
LOC_Os06g05340	AP2 domain containing protein, expressed	12.24338917	3.99e-39	Os06g0145700
LOC_Os06g05355	expressed protein	-1.621176644	0.001150527	Os06g0145950
LOC_Os06g05368	expressed protein	-0.776130318	4.13e-5	Os06g0146200
LOC_Os06g05420	expressed protein	3.191943284	9.32e-9	Os06g0146800
LOC_Os06g05424	expressed protein	2.391525946	1.66e-9	Os06g0146900
LOC_Os06g05430	expressed protein	4.475764363	7.97e-85	Os06g0147000
LOC_Os06g05440	expressed protein	-1.195788891	3.08859e-4	Os06g0147100
LOC_Os06g05470	expressed protein	3.405151115	1.05e-10	Os06g0147300
LOC_Os06g05590	OsFBX186 - F-box domain containing protein, expressed	1.586511115	0.032940705	Os06g0148700
LOC_Os06g05830	protein kinase domain containing protein, expressed	0.681285464	0.003414601	Os06g0151700
LOC_Os06g05930	expressed protein	-1.226701107	1.48911e-4	Os06g0152600
LOC_Os06g06050	OsFBL27 - F-box domain and LRR containing protein, expressed	-0.893762804	4.08e-5	Os06g0154200
LOC_Os06g06360	WRKY113, expressed	1.351873236	5.40178e-4	Os06g0158100
LOC_Os06g06430	expressed protein	-1.145166784	0.030452551	Os06g0158800
LOC_Os06g06430	expressed protein	-1.145166784	0.030452551	Os06g0158850
LOC_Os06g06540	AP2 domain containing protein, expressed	2.386382289	0.014866328	Os06g0160500
LOC_Os06g06560	starch synthase, putative, expressed	-0.832826364	8.6855e-4	Os06g0160700
LOC_Os06g06740	MYB family transcription factor, putative, expressed	1.245140898	0.005398944	Os06g0162700
LOC_Os06g06780	harpin-induced protein, putative, expressed	-1.044235375	1.17e-5	Os06g0163300
LOC_Os06g06900	helix-loop-helix DNA-binding domain containing protein, expressed	2.193842102	7.85e-38	Os06g0164400
LOC_Os06g07020	ZOS6-01 - C2H2 zinc finger protein, expressed	-0.821965191	0.030811057	Os06g0166200
LOC_Os06g07040	OsIAA20 - Auxin-responsive Aux/IAA gene family member, expressed	-1.044868849	4.42e-6	Os06g0166500
LOC_Os06g07070	BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed	0.804903342	4.85458e-4	Os06g0166900
LOC_Os06g07180	expressed protein	-3.979725983	0.040176029	NA
LOC_Os06g07210	ribonucleoside-diphosphate reductase large subunit, putative, expressed	0.668743147	4.00629e-4	Os06g0168600
LOC_Os06g07230	tyrosine protein kinase domain containing protein, putative, expressed	-0.629900726	0.006261429	Os06g0168800
LOC_Os06g07240	X8 domain containing protein, expressed	-1.523071648	5.88e-5	Os06g0168901
LOC_Os06g07250	jacalin-like lectin domain containing protein, expressed	-0.963807649	2.12e-7	Os06g0169001
LOC_Os06g07330	OsWAK63 - OsWAK receptor-like protein kinase, expressed	5.622106202	0.007139183	Os06g0170100
LOC_Os06g07600	uncharacterized glycosyltransferase, putative, expressed	-0.824542786	9.46872e-4	Os06g0172800
LOC_Os06g08032	flavonol synthase/flavanone 3-hydroxylase, putative, expressed	6.876019163	0.00252287	Os06g0178500
LOC_Os06g08090	heparanase-like protein precursor, putative, expressed	3.703001768	7.19e-32	Os06g0179000
LOC_Os06g08170	transporter, major facilitator family, putative, expressed	0.942356575	2.93851e-4	Os06g0179900
LOC_Os06g08210	expressed protein	-2.099453708	7.95e-8	NA
LOC_Os06g08250	zinc finger family protein, putative, expressed	-1.363696737	8.14488e-4	NA
LOC_Os06g08400	LIM domain-containing protein, putative, expressed	1.065588282	2.06e-7	Os06g0182500
LOC_Os06g08440	two-component response regulator, putative, expressed	-0.627864668	7.41931e-4	Os06g0183100
LOC_Os06g08460	exo70 exocyst complex subunit, putative, expressed	1.176270616	0.004681221	Os06g0183600
LOC_Os06g08500	BHLH transcription factor, putative, expressed	-1.402530551	0.00769627	Os06g0184000
LOC_Os06g08540	formin-like protein 13, putative, expressed	1.193327027	3.03e-11	Os06g0184400
LOC_Os06g08640	transferase family protein, putative, expressed	-0.916165074	0.02165962	Os06g0185500
LOC_Os06g08820	RING-H2 finger protein, putative, expressed	-2.330070313	0.044367473	Os06g0187300
LOC_Os06g08880	glutamate receptor 2.7 precursor, putative, expressed	-1.320044316	0.014002852	Os06g0188400
LOC_Os06g08900	glutamate receptor 2.6 precursor, putative, expressed	4.378723534	1.36e-16	Os06g0188700
LOC_Os06g08930	glutamate receptor 2.8 precursor, putative, expressed	5.711948844	0.004282072	NA
LOC_Os06g08990	expressed protein	4.492740844	2.63e-32	Os06g0189600
LOC_Os06g09190	mitogen-activated protein kinase kinase 5, putative, expressed	2.18630301	0.014709603	Os06g0191500
LOC_Os06g09210	cytochrome P450 72A1, putative, expressed	8.300874234	1.57e-69	Os06g0191700
LOC_Os06g09220	cytochrome P450 72A1, putative, expressed	2.204496736	2.38e-6	Os06g0191800
LOC_Os06g09230	serine threonine kinase, putative, expressed	1.084839499	0.039795746	Os06g0191900
LOC_Os06g09310	zinc finger, C3HC4 type domain containing protein, expressed	1.858143946	1.16e-27	Os06g0192800
LOC_Os06g09350	expressed protein	-1.043399203	1.55e-6	Os06g0193300
LOC_Os06g09370	PTF1, putative, expressed	0.887714233	0.00029115500000000003	Os06g0193400
LOC_Os06g09600	expressed protein	-1.81203143	9.76e-15	Os06g0196200
LOC_Os06g09620	expressed protein	3.50325261	6.67e-21	Os06g0196500
LOC_Os06g09630	3-oxoacyl-synthase, putative, expressed	1.785787545	1.69e-18	Os06g0196600
LOC_Os06g09900	expressed protein	0.787304861	4.4e-5	Os06g0199300
LOC_Os06g09900	expressed protein	0.787304861	4.4e-5	Os06g0199402
LOC_Os06g09970	expressed protein	-0.956947174	0.035084506	Os06g0200500
LOC_Os06g09980	expressed protein	1.214871346	6.09e-12	Os06g0200800
LOC_Os06g09990	expressed protein	1.077456886	0.013934759	Os06g0200600
LOC_Os06g10160	tyrosine protein kinase domain containing protein, putative, expressed	1.897307573	2.47e-19	Os06g0202900
LOC_Os06g10210	expressed protein	1.493625484	2.12e-13	Os06g0203600
LOC_Os06g10420	nitrilase, putative, expressed	-0.956547163	0.001327265	Os06g0206000
LOC_Os06g10580	cyclic nucleotide-gated ion channel, putative, expressed	0.738385326	6.2006e-4	Os06g0207700
LOC_Os06g10610	expressed protein	1.288009446	0.002978854	Os06g0208200
LOC_Os06g10650	tyrosine phosphatase family protein, putative, expressed	-0.989629504	6.28e-8	Os06g0208700
LOC_Os06g10780	AP2 domain containing protein, expressed	2.819148292	8.69e-15	NA
LOC_Os06g10850	lipase, putative, expressed	5.752168754	1e-109	Os06g0210900
LOC_Os06g10910	xyloglucan fucosyltransferase, putative, expressed	-1.034255765	0.013317532	Os06g0211600
LOC_Os06g10930	xyloglucan fucosyltransferase, putative, expressed	2.080924668	5.8200000000000003e-11	Os06g0212100
LOC_Os06g10980	xyloglucan fucosyltransferase, putative, expressed	1.593145931	0.038725759	Os06g0212600
LOC_Os06g11030	EF hand family protein, putative, expressed	2.201051978	4.02e-5	NA
LOC_Os06g11090	CXE carboxylesterase, putative, expressed	2.467668955	8.45e-15	Os06g0214300
LOC_Os06g11150	DUF1645 domain containing protein, putative, expressed	1.889000776	3.78e-28	Os06g0215100
LOC_Os06g11200	12-oxophytodienoate reductase, putative, expressed	3.850257987	4.72e-15	Os06g0215500
LOC_Os06g11210	12-oxophytodienoate reductase, putative, expressed	0.770030952	0.001037122	Os06g0215600
LOC_Os06g11290	12-oxophytodienoate reductase, putative, expressed	1.636851192	2.33e-22	Os06g0216300
LOC_Os06g11310	plastocyanin-like domain containing protein, putative, expressed	-0.62538936999999994	5.09477e-4	Os06g0216700
LOC_Os06g11450	zinc finger, C3HC4 type domain containing protein, expressed	1.231337825	8.37721e-4	Os06g0218300
LOC_Os06g11490	plastocyanin-like domain containing protein, putative, expressed	-0.692474134	3.54423e-4	Os06g0218600
LOC_Os06g11700	phosphate-induced protein 1 conserved region domain containing protein, expressed	-2.243241738	3.64e-8	Os06g0220300
LOC_Os06g11730	RNA recognition motif containing protein, putative, expressed	1.099001932	0.039166188	Os06g0220600
LOC_Os06g11760	expressed protein	1.583853913	0.01062427	Os06g0220900
LOC_Os06g11830	hAT dimerisation domain-containing protein, putative, expressed	1.307220284	2.07e-5	NA
LOC_Os06g11840	trehalose phosphatase, putative, expressed	-0.868924084	0.003751139	Os06g0222100
LOC_Os06g11860	ethylene-responsive transcription factor, putative, expressed	-0.717640346	0.005531367	Os06g0222400
LOC_Os06g11980	DUF581 domain containing protein, expressed	-0.934471877	1.42e-5	Os06g0223700
LOC_Os06g12090	miro, putative, expressed	2.938362971	0.001337051	Os06g0225000
LOC_Os06g12120	BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed	1.874619879	2.19e-23	Os06g0225300
LOC_Os06g12150	shikimate kinase, putative, expressed	1.634072909	1.8e-22	Os06g0225800
LOC_Os06g12180	jacalin-like lectin domain containing protein, expressed	-2.720584502	3.51e-7	Os06g0226050
LOC_Os06g12190	glutaredoxin, putative, expressed	1.706269471	1.50779e-4	Os06g0226100
LOC_Os06g12250	sphingolipid C4-hydroxylase SUR2, putative, expressed	3.179773271	2.32e-68	Os06g0226950
LOC_Os06g12390	galactosyltransferase family protein, putative, expressed	0.610326428	0.017774723	Os06g0229200
LOC_Os06g12410	GDSL-like lipase/acylhydrolase, putative, expressed	-0.808416663	0.018407761	Os06g0229400
LOC_Os06g12460	CSLA3 - cellulose synthase-like family A; mannan synthase, expressed	-1.057685868	2.52e-6	Os06g0230100
LOC_Os06g12560	zinc finger, C3HC4 type, domain containing protein, expressed	1.613947943	2.94707e-4	Os06g0231600
LOC_Os06g12610	auxin efflux carrier component, putative, expressed	-0.872122117	0.001990061	Os06g0232300
LOC_Os06g12649	expressed protein	-0.884755273	9.49e-7	Os06g0232800
LOC_Os06g12660	NHL repeat-containing protein, putative, expressed	-1.98020076	6.95e-7	Os06g0233000
LOC_Os06g12940	expressed protein	-1.325424088	0.001132027	Os06g0235900
LOC_Os06g13180	metalloendoproteinase 1 precursor, putative, expressed	2.740251065	3.3e-51	Os06g0239100
LOC_Os06g13190	expressed protein	2.54899863	3.22e-36	Os06g0239200
LOC_Os06g13560	SAM dependent carboxyl methyltransferase, putative, expressed	-0.759965597	0.00209459	Os06g0244000
LOC_Os06g13600	HEAT repeat family protein, putative, expressed	-0.667325031	0.042649895	Os06g0244700
LOC_Os06g13720	dehydrogenase E1 component domain containing protein, expressed	-0.645736205	0.003964552	Os06g0246500
LOC_Os06g13760	glycosyl transferase 8 domain containing protein, putative, expressed	1.612631224	0.001522323	Os06g0247000
LOC_Os06g13830	endoglucanase, putative, expressed	1.709440521	8.3e-25	Os06g0247900
LOC_Os06g13870	U-box protein CMPG1, putative, expressed	3.199341932	4.29e-73	Os06g0248500
LOC_Os06g13880	expressed protein	5.446116551	0.03899276	Os06g0248600
LOC_Os06g14050	membrane attack complex component/perforin/complement C9, putative, expressed	1.74699672	1.09724e-4	Os06g0251100
LOC_Os06g14240	hsp20/alpha crystallin family protein, putative, expressed	1.788393726	0.004595876	Os06g0253100
LOC_Os06g14260	lectin-like receptor kinase, putative, expressed	1.008686684	0.005686779	NA
LOC_Os06g14370	caleosin related protein, putative, expressed	0.80052679	0.001454154	Os06g0254700
LOC_Os06g14406	SYD, putative, expressed	0.662148505	0.003988706	Os06g0255200
LOC_Os06g14420	hydrolase, NUDIX family, domain containing protein, expressed	2.473389914	3e-29	Os06g0255400
LOC_Os06g14450	exo70 exocyst complex subunit family protein, putative, expressed	2.662249258	1.05e-54	Os06g0255900
LOC_Os06g14490	calmodulin-binding heat-shock protein, putative, expressed	1.825229959	5.91e-21	Os06g0256300
LOC_Os06g14530	expressed protein	-0.906175058	0.02395673	Os06g0256800
LOC_Os06g14670	ODORANT1, putative, expressed	3.071913736	4.38e-10	Os06g0258000
LOC_Os06g15330	CCT/B-box zinc finger protein, putative, expressed	-1.885333246	0.013798492	Os06g0264200
LOC_Os06g15370	peptide transporter PTR2, putative, expressed	-0.73790488	2.22e-5	Os06g0264500
LOC_Os06g15420	asparagine synthetase, putative, expressed	0.634415134	0.016736163	Os06g0265000
LOC_Os06g15590	uncharacterized Cys-rich domain containing protein, putative	7.612426889	1.4e-31	Os06g0266266
LOC_Os06g15620	GASR7 - Gibberellin-regulated GASA/GAST/Snakin family protein precursor, expressed	-1.302812893	6.95219e-4	Os06g0266800
LOC_Os06g16000	UDP-glucoronosyl and UDP-glucosyl transferase, putative, expressed	-1.242493357	0.037756832	Os06g0271000
LOC_Os06g16060	zinc finger, C3HC4 type domain containing protein, expressed	-1.275090464	0.034029434	Os06g0271600
LOC_Os06g16160	expressed protein	-1.237946486	4.67e-8	Os06g0272800
LOC_Os06g16160	expressed protein	-1.237946486	4.67e-8	Os06g0272850
LOC_Os06g16200	proteins of unknown function domain containing protein, expressed	-1.446498936	7.73044e-4	Os06g0273200
LOC_Os06g16250	expressed protein	-0.963186501	0.021203837	Os06g0273700
LOC_Os06g16370	CCT/B-box zinc finger protein, putative, expressed	1.034349636	0.0334163	Os06g0275000
LOC_Os06g16400	helix-loop-helix DNA-binding domain containing protein, expressed	-0.843961734	1.84e-6	Os06g0275600
LOC_Os06g16790	go35 NBS-LRR, putative, expressed	-2.152769406	5.86e-7	Os06g0279900
LOC_Os06g16960	O-methyltransferase, putative, expressed	1.418015728	6.64e-6	Os06g0281300
LOC_Os06g17000	BURP domain containing protein, expressed	1.330469633	0.011085521	Os06g0281800
LOC_Os06g17250	anthocyanidin 3-O-glucosyltransferase, putative, expressed	0.911479264	0.048336386	NA
LOC_Os06g17285	protein kinase, putative, expressed	1.001466862	2.04e-7	Os06g0283300
LOC_Os06g17410	dof zinc finger domain containing protein, putative, expressed	-1.42824919	0.008992645	Os06g0284500
LOC_Os06g17930	NBS-LRR disease resistance protein, putative, expressed	1.080709269	4.27857e-4	Os06g0287200
LOC_Os06g18000	protein kinase domain containing protein, expressed	0.650963525	0.001608255	Os06g0288100
LOC_Os06g18010	UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed	1.822424606	2.33e-5	Os06g0288300
LOC_Os06g18900	cadmium tolerance factor, putative, expressed	0.91771336	4.7e-8	Os06g0292400
LOC_Os06g19010	cadmium tolerance factor, putative, expressed	-2.024325578	2.3e-6	Os06g0294200
LOC_Os06g19070	cytochrome P450, putative, expressed	1.500062893	5.35559e-4	Os06g0294600
LOC_Os06g19110	cadmium tolerance factor, putative, expressed	1.807618835	1.29576e-4	Os06g0295000
LOC_Os06g19260	cadmium tolerance factor, putative, expressed	1.097444422	2.51552e-4	Os06g0296700
LOC_Os06g19360	cadmium tolerance factor, putative, expressed	2.961706877	0.014826912	Os06g0297300
LOC_Os06g19370	cadmium tolerance factor, putative, expressed	0.889772433	8.53e-6	Os06g0297400
LOC_Os06g19390	expressed protein	1.245986215	4.78e-13	Os06g0297700
LOC_Os06g19590	estradiol 17-beta-dehydrogenase 12, putative, expressed	-1.362668107	0.001444221	Os06g0300000
LOC_Os06g19800	BURP domain containing protein, expressed	2.071998087	1.5700000000000001e-13	Os06g0302000
LOC_Os06g20110	expressed protein	9.733940188	2.65e-62	Os06g0305400
LOC_Os06g20120	CND41, chloroplast nucleoid DNA binding protein, putative, expressed	10.04042143	3.05e-127	NA
LOC_Os06g20140	aspartic proteinase nepenthesin-1 precursor, putative, expressed	12.47703351	NA	NA
LOC_Os06g20150	peroxidase precursor, putative, expressed	-1.469935898	1.25054e-4	Os06g0306300
LOC_Os06g20190	aspartic proteinase nepenthesin-2 precursor, putative, expressed	6.907821421	4.36e-64	NA
LOC_Os06g20770	SAM dependent carboxyl methyltransferase, putative, expressed	5.343535551	8.08e-28	Os06g0313320
LOC_Os06g20790	SAM dependent carboxyl methyltransferase, putative, expressed	2.366817557	1e-6	Os06g0313440
LOC_Os06g20900	expressed protein	3.110457758	6.56e-17	Os06g0314501
LOC_Os06g20960	SAM dependent carboxyl methyltransferase, putative, expressed	1.218234094	0.017370673	Os06g0315000
LOC_Os06g21550	thioredoxin domain-containing protein 17, putative, expressed	0.625111219	0.001396112	Os06g0320000
LOC_Os06g21690	expressed protein	-0.66803525	0.008087083	Os06g0321700
LOC_Os06g21820	jasmonate O-methyltransferase, putative, expressed	-0.685115318	0.0072405	Os06g0323100
LOC_Os06g21920	inorganic phosphate transporter 1-9, putative, expressed	-1.303828614	1.01e-8	Os06g0324800
LOC_Os06g21930	inorganic phosphate transporter, putative, expressed	-0.889293634	0.003952997	NA
LOC_Os06g21950	inorganic phosphate transporter, putative, expressed	-1.27160827	4.07e-14	Os06g0325200
LOC_Os06g22020	cytochrome P450, putative, expressed	1.837101706	3.63e-5	Os06g0325900
LOC_Os06g22440	SAM dependent carboxyl methyltransferase, putative, expressed	-0.928952024	8.98e-7	Os06g0329900
LOC_Os06g22460	disease resistance protein RPM1, putative, expressed	4.249331	0.017794903	Os06g0330100
LOC_Os06g22490	sphingolipid C4-hydroxylase SUR2, putative, expressed	4.470318068	8.42058e-4	Os06g0330400
LOC_Os06g22650	VHS and GAT domain containing protein, expressed	0.728602785	5.1973e-4	Os06g0332400
LOC_Os06g22660	EMB1303, putative, expressed	1.25312723	0.004595595	Os06g0332600
LOC_Os06g22919	DEFL9 - Defensin and Defensin-like DEFL family, expressed	-1.633626791	0.00015558100000000001	Os06g0335900
LOC_Os06g22919	DEFL9 - Defensin and Defensin-like DEFL family, expressed	-1.633626791	0.00015558100000000001	Os06g0335950
LOC_Os06g22919	DEFL9 - Defensin and Defensin-like DEFL family, expressed	-1.633626791	0.00015558100000000001	Os06g0335975
LOC_Os06g22960	aquaporin protein, putative, expressed	-1.057660493	3.81e-7	Os06g0336200
LOC_Os06g23114	copper methylamine oxidase precursor, putative, expressed	-0.936716754	2.4e-8	Os06g0338200
LOC_Os06g23150	hypothetical protein	3.67668066	4.29e-25	NA
LOC_Os06g23420	exostosin family domain containing protein, expressed	-1.041827781	0.027092126	Os06g0342000
LOC_Os06g23760	acyl-CoA oxidase, putative, expressed	1.881745039	3.86e-8	NA
LOC_Os06g23780	glutaryl-CoA dehydrogenase, mitochondrial precursor, putative, expressed	2.371463937	8.19e-12	Os06g0346300
LOC_Os06g24070	myb-like DNA-binding domain containing protein, expressed	-0.83204982	0.048772438	Os06g0348800
LOC_Os06g24540	expressed protein	-0.796932696	7.02857e-4	Os06g0352900
LOC_Os06g24890	expressed protein	-1.645559554	1.26276e-4	Os06g0355701
LOC_Os06g25010	glycosyl hydrolase, putative, expressed	3.366323392	9.59e-27	Os06g0356800
LOC_Os06g25470	expressed protein	2.464539808	4.92825e-4	Os06g0360600
LOC_Os06g25560	retrotransposon protein, putative, unclassified, expressed	1.386557212	0.012284246	NA
LOC_Os06g27400	expressed protein	1.506470254	1.40649e-4	NA
LOC_Os06g27560	glycosyltransferase protein, putative, expressed	0.70353437	0.003462325	Os06g0470000
LOC_Os06g27860	poor homologous synapsis 1 protein, putative, expressed	1.138912406	0.003091344	Os06g0473000
LOC_Os06g27980	methyltransferase domain containing protein, expressed	-1.582321163	0.002557335	Os06g0474300
LOC_Os06g28000	carboxyl-terminal peptidase, putative, expressed	-1.182459062	0.047066365	Os06g0474500
LOC_Os06g28144	expressed protein	-0.633826342	4.80264e-4	Os06g0475500
LOC_Os06g28670	polygalacturonase, putative, expressed	-1.076509086	0.013553379	Os06g0481400
LOC_Os06g29110	MLO domain containing protein, putative, expressed	4.030284644	2.25e-32	Os06g0486300
LOC_Os06g29220	erythronate-4-phosphate dehydrogenase domain containing protein, expressed	2.912974829	1.22e-6	Os06g0486900
LOC_Os06g29440	expressed protein	-1.124761287	0.008400772	NA
LOC_Os06g29470	peroxidase precursor, putative, expressed	-1.871623761	1.42e-7	Os06g0490400
LOC_Os06g29679	expressed protein	1.267206064	0.027254865	Os06g0492300
LOC_Os06g29994	MATE efflux family protein, putative, expressed	-1.290148277	5.24947e-4	Os06g0495500
LOC_Os06g30090	helix-loop-helix DNA-binding domain containing protein, expressed	-1.949215881	0.00983684	Os06g0496400
LOC_Os06g30370	osMFT1 MFT-Like1 homologous to Mother of FT and TFL1 gene; contains Pfam profile PF01161: Phosphatidylethanolamine-binding protein, expressed	0.879240783	0.037919449	Os06g0498800
LOC_Os06g30430	disease resistance protein RPM1, putative, expressed	-3.983332107	0.041075458	NA
LOC_Os06g30480	expressed protein	-0.716618661	2.17316e-4	Os06g0500300
LOC_Os06g30500	cytochrome P450, putative, expressed	-0.93812594	6.19e-8	Os06g0500700
LOC_Os06g30710	DGCR14, putative, expressed	1.131129865	1.1e-11	Os06g0502900
LOC_Os06g30750	reticulon domain containing protein, putative, expressed	-0.704013399	0.005770079	Os06g0503400
LOC_Os06g30860	WRKY31, expressed	-0.850851162	7.22e-5	Os06g0504900
LOC_Os06g30970	ubiquitin-conjugating enzyme, putative, expressed	0.820006065	5.50945e-4	Os06g0506600
LOC_Os06g31280	THION1 - Plant thionin family protein precursor, putative, expressed	-3.300861718	5.08e-54	Os06g0509900
LOC_Os06g31800	THION2 - Plant thionin family protein precursor, expressed	-3.569017764	8.76e-23	NA
LOC_Os06g31890	THION3 - Plant thionin family protein precursor, expressed	-2.414416295	1.38e-36	Os06g0513050
LOC_Os06g31930	thionin precursor protein, putative, expressed	-6.45791153	8.91e-6	Os06g0513781
LOC_Os06g31960	THION5 - Plant thionin family protein precursor, expressed	-1.709311733	2.98e-14	Os06g0513862
LOC_Os06g32020	THION6 - Plant thionin family protein precursor, expressed	-1.782764633	3.88e-15	Os06g0513943
LOC_Os06g32160	THION7 - Plant thionin family protein precursor, expressed	-2.284211347	3.06e-10	Os06g0514100
LOC_Os06g32240	THION9 - Plant thionin family protein precursor, expressed	1.012616392	0.048872972	Os06g0514800
LOC_Os06g32960	peroxidase precursor, putative, expressed	6.123380422	1.27263e-4	Os06g0521200
LOC_Os06g32970	harpin-induced protein 1 domain containing protein, expressed	10.50952356	2.58e-69	Os06g0521300
LOC_Os06g32980	peroxidase precursor, putative, expressed	3.034383818	2.18e-12	Os06g0521400
LOC_Os06g32990	peroxidase precursor, putative, expressed	3.062695149	2.8e-46	Os06g0521500
LOC_Os06g33080	peroxidase precursor, putative, expressed	4.306832689	9.39e-14	Os06g0521900
LOC_Os06g33100	peroxidase precursor, putative, expressed	2.855450432	3.17e-12	Os06g0522300
LOC_Os06g33390	avr9/Cf-9 rapidly elicited protein 194, putative, expressed	-1.562753769	0.005705711	Os06g0525200
LOC_Os06g33970	VQ domain containing protein, putative, expressed	1.321778322	0.007860991	Os06g0530600
LOC_Os06g34430	zinc finger protein, putative, expressed	-1.90815329	0.001156467	Os06g0535200
LOC_Os06g34470	zinc finger, C3HC4 type domain containing protein, expressed	8.817122343	2.63e-23	Os06g0535900
LOC_Os06g34530	zinc finger, C3HC4 type domain containing protein, expressed	-1.538343762	0.021350213	Os06g0536100
LOC_Os06g34610	expressed protein	-1.482718635	4.42e-5	Os06g0537100
LOC_Os06g34620	Zinc finger, C3HC4 type domain containing protein, expressed	-1.276618903	0.019850112	Os06g0537300
LOC_Os06g34640	zinc finger, C3HC4 type domain containing protein, expressed	5.414594078	1.04e-6	Os06g0537500
LOC_Os06g34650	zinc finger, C3HC4 type domain containing protein, expressed	-1.317668494	1.89535e-4	Os06g0537600
LOC_Os06g34860	Zinc finger, C3HC4 type domain containing protein, expressed	-1.401452852	0.004365522	NA
LOC_Os06g34880	zinc finger, C3HC4 type domain containing protein, expressed	-1.483911158	0.011271323	Os06g0540200
LOC_Os06g34960	TKL_IRAK_DUF26.1 - DUF26 kinases have homology to DUF26 containing loci, expressed	1.339216107	0.007695965	Os06g0541600
LOC_Os06g34970	expressed protein	1.548061307	0.004624814	NA
LOC_Os06g35060	heavy metal-associated domain containing protein, expressed	-1.058332453	2.35e-9	Os06g0542300
LOC_Os06g35165	expressed protein	0.71104078	0.032835081	Os06g0543601
LOC_Os06g35520	peroxidase precursor, putative, expressed	0.678155007	1.98176e-4	Os06g0547400
LOC_Os06g35560	reticuline oxidase-like protein precursor, putative, expressed	2.332899018	1.75e-34	Os06g0548200
LOC_Os06g35574	mki67 protein, putative, expressed	1.177550035	0.005206435	Os06g0548500
LOC_Os06g35660	reticuline oxidase-like protein precursor, putative, expressed	6.544265095	0.007854487	Os06g0549633
LOC_Os06g35700	reticuline oxidase-like protein precursor, putative, expressed	2.475558258	1.5e-6	Os06g0549900
LOC_Os06g35770	expressed protein	0.93324492	1.83e-6	Os06g0550800
LOC_Os06g35830	expressed protein	-1.035845315	0.038639899	Os06g0551500
LOC_Os06g35930	aquaporin protein, putative, expressed	7.426138234	1.3e-41	Os06g0552700
LOC_Os06g36040	expressed protein	2.193899093	0.011478915	Os06g0554200
LOC_Os06g36070	expressed protein	-0.885569007	1.74743e-4	Os06g0554600
LOC_Os06g36180	amino acid transporter, putative, expressed	2.590029759	7.61e-48	Os06g0556000
LOC_Os06g36210	amino acid transporter, putative, expressed	2.848096705	3.74e-14	Os06g0556200
LOC_Os06g36450	ferroportin1 domain containing protein, expressed	-0.688164836	8.61288e-4	Os06g0560000
LOC_Os06g36570	OsSCP37 - Putative Serine Carboxypeptidase homologue, expressed	4.546227223	0.048520629	Os06g0561100
LOC_Os06g36840	cysteine synthase, putative, expressed	-0.788787107	0.012874036	Os06g0564500
LOC_Os06g36880	cysteine synthase, putative, expressed	4.657456725	2.35e-78	Os06g0564700
LOC_Os06g36920	cytochrome P450, putative, expressed	-0.783251653	0.008225192	Os06g0565100
LOC_Os06g37000	RNA recognition motif containing protein, expressed	0.779722161	0.001385287	Os06g0566100
LOC_Os06g37020	expressed protein	1.272012024	0.014419136	Os06g0566500
LOC_Os06g37150	L-ascorbate oxidase precursor, putative, expressed	-1.700426432	4.7974e-4	Os06g0567900
LOC_Os06g37190	expressed protein	9.066359109	8.06e-32	Os06g0568400
LOC_Os06g37224	cytochrome P450, putative, expressed	2.177789704	9.27e-7	Os06g0568600
LOC_Os06g37280	expressed protein	1.173336694	0.04299484	Os06g0569300
LOC_Os06g37300	cytochrome P450, putative, expressed	2.909394052	5.66e-50	Os06g0569500
LOC_Os06g37330	cytochrome P450, putative, expressed	2.021298304	8.92e-5	Os06g0569900
LOC_Os06g37364	cytochrome P450, putative, expressed	1.897773628	1.18e-16	Os06g0570100
LOC_Os06g37590	1-aminocyclopropane-1-carboxylate oxidase protein, putative, expressed	-3.037898167	6.88e-16	Os06g0573900
LOC_Os06g37620	protein kinase family protein, putative, expressed	1.152623052	6.03e-9	Os06g0574200
LOC_Os06g37700	expressed protein	2.355399602	2.16e-7	Os06g0575100
LOC_Os06g38120	low-affinity cation transporter, putative, expressed	2.31206856	1.75e-18	Os06g0579200
LOC_Os06g38160	legume lectins beta domain containing protein, putative, expressed	3.543754923	5.63e-5	Os06g0579800
